file,line,function,table,classification,reason
backend/app/api/handlers.py,618,_extract_id,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,676,get_stats,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,678,get_stats,discovery_runs,SAFE,_org_id() passed as parameter
backend/app/api/handlers.py,686,get_stats,discovery_runs,SAFE,_org_id() passed as parameter
backend/app/api/handlers.py,723,get_stats,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,776,get_stats,workload_anomaly_events,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,854,<module>,drift_reports,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,1407,_try_parse_dt,workload_signin_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,1492,<module>,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,1519,<module>,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,1533,<module>,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,1982,get_discovery_runs,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2025,get_snapshots,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2072,verify_snapshot_integrity,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2137,get_snapshot_state,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2149,get_snapshot_state,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2222,get_snapshot_state,azure_storage_accounts,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,2226,get_snapshot_state,azure_key_vaults,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,2289,_find_run,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2297,_find_run,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2434,get_drift_report,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2450,get_drift_report,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2533,get_drift_history,drift_reports,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2594,generate_drift_reports,drift_reports,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2626,get_trends,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2710,get_trends_velocity,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2816,get_identity_risk_history,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2816,get_identity_risk_history,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2872,get_batch_risk_history,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2872,get_batch_risk_history,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2887,get_batch_risk_history,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,2887,get_batch_risk_history,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,3246,get_identity_remediations,entra_role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,3246,get_identity_remediations,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,4531,preview_risk_rule,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,4531,preview_risk_rule,graph_api_permissions,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,4531,preview_risk_rule,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,4886,get_overview_insights,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,4886,get_overview_insights,graph_api_permissions,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,4886,get_overview_insights,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,5125,get_attack_surface_score,entra_role_assignments,SAFE,_org_id() passed as parameter
backend/app/api/handlers.py,5125,get_attack_surface_score,role_assignments,SAFE,_org_id() passed as parameter
backend/app/api/handlers.py,5395,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,5421,<module>,pim_eligible_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,5422,<module>,pim_eligible_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,5447,<module>,remediation_actions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,5448,<module>,remediation_actions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,5581,<module>,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,5664,<module>,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,5664,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,5807,get_exposure_summary,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,5821,get_exposure_summary,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,5821,get_exposure_summary,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,5914,get_attack_path_count,graph_attack_findings,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,5948,_compute_compliance_metrics,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,5948,_compute_compliance_metrics,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,5970,_compute_compliance_metrics,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,5970,_compute_compliance_metrics,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6011,_compute_compliance_metrics,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6011,_compute_compliance_metrics,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6040,_compute_compliance_metrics,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6040,_compute_compliance_metrics,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6059,_compute_compliance_metrics,credentials,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6079,<module>,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6079,<module>,pim_eligible_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6079,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6126,<module>,credentials,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6171,_rows,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6171,_rows,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6191,_rows,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6191,_rows,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6230,_rows,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6230,_rows,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6259,_rows,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6259,_rows,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6278,_rows,credentials,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,6470,get_compliance_trends_handler,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,6587,get_compliance_gap_analysis,remediation_playbooks,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,6853,<module>,compliance_snapshots,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,6853,<module>,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,6947,get_dashboard_posture,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,6963,get_dashboard_posture,discovery_runs,SAFE,_org_id() passed as parameter
backend/app/api/handlers.py,7063,<module>,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,7148,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,7244,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,7414,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,7499,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,7686,<module>,drift_reports,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,7852,get_trust_dashboard,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,7852,get_trust_dashboard,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,7941,get_credential_intelligence,credentials,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,7968,get_credential_intelligence,credentials,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,7984,get_credential_intelligence,credentials,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,8043,get_identity_summary,discovery_runs,SAFE,_org_id() passed as parameter
backend/app/api/handlers.py,8085,get_identity_summary,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,8100,get_identity_summary,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,8116,get_identity_summary,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,8125,get_identity_summary,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,8135,get_identity_summary,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,8145,<module>,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,8167,<module>,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,8182,<module>,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,8225,<module>,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,8377,get_identity_graph_data,app_registrations,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,9509,execute_remediation,remediation_playbooks,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,9813,get_generated_remediations_handler,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,9898,get_generated_remediations_handler,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,9938,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,10024,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,10081,<module>,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,10644,get_remediation_script_handler,role_assignments,SAFE,_org_id() passed as parameter
backend/app/api/handlers.py,11960,_export_drift,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,12250,_export_sensitive_data,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,12338,_export_evidence_json,discovery_runs,SAFE,_org_id() passed as parameter
backend/app/api/handlers.py,12397,_export_evidence_json,drift_reports,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,12418,_export_evidence_json,remediation_actions,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,12553,export_evidence_zip,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,12608,_make_csv,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,12628,_make_csv,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,12713,<module>,drift_reports,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,12743,<module>,activity_log,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,13115,get_identity_lifecycle,discovery_runs,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,15127,get_cross_org_analytics,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,15328,get_login_sessions,activity_log,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,15427,get_onboarding_status,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,15513,get_onboarding_status,activity_log,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,15601,test_azure_connection,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,15611,test_azure_connection,cloud_connections,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,15618,test_azure_connection,cloud_connections,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,15641,test_azure_connection,cloud_connections,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,15647,test_azure_connection,settings,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,16660,simulate_risk,credentials,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,16750,get_sensitive_access_for_identity,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,16904,get_blast_radius_summary,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,17714,get_sa_governance_stats,sa_attestations,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,17831,get_sa_governance_list,sa_attestations,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18094,get_governance_identities,sa_attestations,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18110,get_governance_identities,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18121,get_governance_identities,credentials,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18132,<module>,graph_api_permissions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18268,get_governance_identity_detail,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18275,get_governance_identity_detail,entra_role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18282,get_governance_identity_detail,credentials,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18289,get_governance_identity_detail,graph_api_permissions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18303,get_governance_identity_detail,sa_attestations,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18443,post_governance_decision,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18446,post_governance_decision,credentials,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18449,post_governance_decision,graph_api_permissions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18452,post_governance_decision,sa_attestations,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18545,get_governance_stats,sa_attestations,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18558,get_governance_stats,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18568,get_governance_stats,credentials,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18578,get_governance_stats,graph_api_permissions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18837,get_system_health,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,18899,get_sla_metrics,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,19335,get_spn_stats,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,19556,<module>,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,19568,<module>,entra_role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,19625,get_spn_detail,role_assignments,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,19629,get_spn_detail,entra_role_assignments,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,19633,get_spn_detail,credentials,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,19637,get_spn_detail,graph_api_permissions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,20025,get_identity_lineage,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,20026,get_identity_lineage,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,20060,get_identity_lineage,workload_signin_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,20061,get_identity_lineage,workload_signin_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,20145,<module>,credentials,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,20146,<module>,credentials,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,20418,_parse_jsonb,workload_signin_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,20419,_parse_jsonb,workload_signin_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,20754,get_app_reg_list,app_registrations,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,20757,get_app_reg_list,app_registrations,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,20804,get_app_reg_detail,app_registrations,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,21071,_check_tier_limits,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,21300,get_exposure_graph,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21340,get_exposure_graph,entra_role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21416,get_identity_usage,entra_role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21416,get_identity_usage,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21432,get_identity_usage,graph_api_permissions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21537,get_identity_signin_events,workload_signin_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21583,get_identity_signin_events,workload_signin_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21587,get_identity_signin_events,workload_signin_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21665,get_identity_timeline,anomalies,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21684,get_identity_timeline,risk_scores,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21703,get_identity_timeline,pim_activations,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21722,get_identity_timeline,soar_actions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21741,get_identity_timeline,remediation_actions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21817,get_identity_attack_paths,graph_api_permissions,SAFE,_org_id() passed as parameter
backend/app/api/handlers.py,21840,get_identity_attack_paths,entra_role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21873,get_identity_attack_paths,entra_role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21896,get_identity_attack_paths,pim_eligible_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,21918,<module>,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,22164,get_identity_effective_access,role_assignments,SAFE,_org_id() passed as parameter
backend/app/api/handlers.py,22174,get_identity_effective_access,entra_role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,22653,get_subscriptions_distinct,discovery_runs,SAFE,org_id variable passed as parameter
backend/app/api/handlers.py,22836,get_discovery_status,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,22845,get_discovery_status,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,23378,get_group_waste_stats,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,24272,get_workload_stats,app_registrations,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,24303,get_workload_stats,app_registrations,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,24347,<module>,workload_activity_stats,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,24370,<module>,workload_anomaly_events,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,24609,<module>,app_registrations,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,24653,<module>,workload_activity_stats,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,24666,<module>,workload_anomaly_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,24675,<module>,workload_signin_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,24740,get_workload_detail,app_registrations,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,24866,<module>,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,24873,<module>,entra_role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,24880,<module>,credentials,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,24897,<module>,graph_api_permissions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,24898,<module>,graph_api_permissions,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,24986,<module>,workload_activity_stats,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,24987,<module>,workload_activity_stats,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,24999,<module>,workload_anomaly_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,25012,<module>,workload_signin_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,25095,get_workload_findings,app_registrations,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,25165,get_workload_anomalies,workload_anomaly_events,SAFE,Handler uses _db() — RLS enforced at connection level
